"자치구","대여소명","기준년월","대여건수","반납건수"
"강남구","3610. 윗반마을 입구","202410","227","213"
"강남구","3611. 방죽마을 입구","202410","574","546"
"강남구","3612. 은곡마을","202410","708","856"
"강남구","3614. 은마아파트 입구 사거리","202410","1653","1664"
"강남구","3615. 서울 논현동우체국 앞","202410","329","291"
"동대문구","608. 전농삼성아파트","202410","347","340"
"강남구","3616. 역삼중학교 앞(체육관 방향)","202410","359","317"
"강남구","3618. 서울율현초교 삼거리","202410","1050","1190"
"강남구","3620. 청담역 11번 출구","202410","353","93"
"강남구","3621. 휘문고교 사거리","202410","9","12"
"강남구","3622. 은마아파트입구 사거리(1)","202410","308","295"
"강남구","3623. 일원에코파크 앞(개포로 방면)","202410","536","536"
"강남구","3624. 대모산입구역 7번 출구 앞","202410","319","284"
"강남구","3627. 압구정나들목","202410","3059","3155"
"강남구","3628. 역삼1동 주민센터","202410","1243","1284"
"동대문구","609. 제기2교","202410","2063","2074"
"강남구","3629. 청담사거리(신한오피스텔빌딩 앞)","202410","308","399"
"강남구","3630. 개포우성6차아파트 정문 앞","202410","520","496"
"양천구","4528. 양천구청역 1번출구","202410","2115","2053"
"중구","4796. 부산은행","202410","2412","2012"
"영등포구","4585. 국회6문","202410","687","673"
"강동구","3676. 강동리엔파크9단지","202410","921","990"
"강동구","3685. 강동리엔파크14단지(1401동 앞)","202410","1014","1030"
"노원구","4002. 상계주공 14단지 상가 앞","202410","1306","1324"
"동대문구","610. 동대문중 교차로","202410","1554","1542"
"노원구","4004. 당고개입구오거리 당현천변","202410","1545","1539"
"노원구","4005. 중계2차 한화꿈에그린 101동 인근","202410","1166","1136"
"노원구","4007. 노원 을지대학교 병원","202410","2966","3261"
"노원구","4008. 하계 어린이 공원","202410","1408","1373"
"노원구","4009. 월계프라자","202410","933","355"
"노원구","4011. 월계 센트럴 아이파크","202410","1421","1928"
"노원구","4013. 중계 롯데마트","202410","2403","2297"
"노원구","4014. 당고개역 3번 출구","202410","1036","1008"
"노원구","4017. 월계 청백1단지 아파트 정류장","202410","557","203"
"노원구","4018. 상계주공15단지 버스정류소","202410","1310","1308"
"동대문구","612. 시립동부병원 앞 사거리","202410","3514","3518"
"노원구","4019. 상계주공10단지 버스정류소","202410","1818","1769"
"노원구","4020. 중계동 성모빌딩 앞 ","202410","2201","2194"
"노원구","4021. 중계본동 입구","202410","345","171"
"노원구","4023. 월계역 1번 출구","202410","1308","1430"
"노원구","4024. 꿈의숲 SK뷰 아파트","202410","2295","2165"
"노원구","4025. 한천교 동편","202410","1305","1413"
"노원구","4026. 상계주공1단지아파트","202410","2459","2472"
"노원구","4028. 한일유앤아이아파트 105동 인근","202410","1455","1312"
"노원구","4029. 청소년수련관 후문","202410","5917","6188"
"노원구","4032. 불암주유소 앞","202410","1826","1780"
"동대문구","613. 신설동역 10번출구 앞","202410","2275","2315"
"노원구","4033. 녹천역 4번 출구 옆","202410","732","749"
"도봉구","4054. 창동한신아파트 버스정류소","202410","695","590"
"도봉구","4058. 다락원체육공원 전망대 입구","202410","574","607"
"도봉구","4062. 평화도봉공원 주변","202410","1335","1347"
"도봉구","4064. 신창아파트 입구 앞","202410","690","700"
"도봉구","4065. 창동역 1번출구 앞","202410","5052","5311"
"도봉구","4074. 도봉구육아종합지원센터(창동)","202410","1151","1467"
"송파구","4863. 잠실나들목5","202410","622","654"
"노원구","4031. 청암예술학교 앞","202410","1893","1831"
"동대문구","614. 용두동 사거리","202410","3196","3169"
"도봉구","4073.방아골종합사회복지관","202410","934","881"
"성북구","4406. 장곡초등학교 앞","202410","1265","1169"
"강동구","3657. 서울천호동우체국","202410","2966","2974"
"강동구","3658. 프라이어팰리스아파트","202410","738","728"
"강동구","3659. 명일초등학교 옆","202410","309","300"
"강동구","3661. 명일동신동아아파트 앞","202410","410","409"
"강동구","3663. 암사정수센터교차로(강동롯데캐슬퍼스트아파트)","202410","489","390"
"강동구","3664. 맥도날드 서울둔촌DT점 앞","202410","3608","3603"
"강동구","3665. 고덕센트럴 아이파크상가 앞","202410","769","756"
"동대문구","615. 용두동 래미안허브리츠아파트 앞","202410","2301","2379"
"강동구","3668. 성내삼성아파트","202410","5054","5397"
"강동구","3671. 둔촌동역교차로","202410","3194","3188"
"강동구","3673. 강동리버스트6단지","202410","617","640"
"강동구","3674. 강동리버스트7단지","202410","563","586"
"강동구","3675. 강동리버스트8단지","202410","763","779"
"강동구","3656. 둔촌푸르지오아파트","202410","1721","1721"
"강동구","3680. 강동역3번출구","202410","3835","3838"
"강동구","3681. 길동 마루빌딩","202410","5453","5777"
"동대문구","616. 서울시립대 정문 앞 A","202410","279","131"
"강동구","3682. 길동 동호빌딩","202410","607","626"
"강동구","3683. KT&G강동지사","202410","1643","1800"
"강서구","3770. 남부순환로 205","202410","213","163"
"구로구","3908. 오류동 다숲오피스텔 앞","202410","1194","1551"
"노원구","4016. 노원 마들스타디움","202410","1545","1563"
"송파구","4862. 성내교 남단","202410","570","548"
"송파구","4860. 가락쌍용2차아파트 103동","202410","986","939"
"양천구","4507. 신정제일시장","202410","1363","1373"
"동대문구","617. 청솔우성아파트 앞","202410","1350","1374"
"양천구","4508. 유원목동아파트 103동 앞","202410","4916","5026"
"양천구","4509. 서울영상고교 입구","202410","4430","4594"
"양천구","4510. 신정네거리역 교차로","202410","2407","2342"
"양천구","4512. 목동13_14단지 사거리","202410","1681","1341"
"양천구","4514. 목동성당 앞","202410","4335","3924"
"양천구","4515. 동문굿모닝탑","202410","5065","5075"
"양천구","4517. 성보하이드로빌딩","202410","1855","1875"
"양천구","4518. 청기와빌딩","202410","1317","1369"
"양천구","4519. 양원보도육교","202410","847","827"
"영등포구","227. 양평2나들목 보행통로 입구","202410","3398","3836"
"양천구","4522. 신곡시장","202410","2618","3570"
"양천구","4523. 구립양천어르신요양센터","202410","167","74"
"양천구","4526. 목동아파트2단지 222동 앞","202410","1932","1928"
"양천구","4527. 목동신시가지아파트6단지","202410","3019","3007"
"은평구","4657. 본 서부병원 교차로 사거리","202410","1827","1845"
"은평구","4658. 녹번역1번출구앞","202410","667","621"
"은평구","4659. 신진과학기술고등학교 버스정류장(응암시장 방면)","202410","1822","1900"
"은평구","4663. 불광역3,6호선 버스정류장(동명여고 방면)","202410","1091","1062"
"은평구","4665. 응암역3번 출구(서부경찰서 방면)","202410","732","859"
"영등포구","228. 선유도역 3번출구 앞","202410","5019","5257"
"은평구","4667. 폭포동입구 교차로","202410","297","255"
"은평구","4668. 기자촌사거리 B","202410","194","105"
"은평구","4671. 청구성심병원 앞","202410","692","686"
"은평구","4672. 준빌딩 앞","202410","327","321"
"은평구","4674. 녹번역e편한세상 캐슬 정문 앞","202410","1347","1264"
"중구","4794. 서울역 서부교차로(3)","202410","1679","1672"
"성동구","4367. kt 행당빌딩 앞","202410","1522","1576"
"강남구","3634. 국악고교 앞 교차로","202410","535","542"
"강서구","3774. 마곡9단지 910동 상가앞","202410","2306","2318"
"영등포구","229. 양평1 보행육교 앞","202410","3458","3484"
"강서구","3801. 이랜드글로벌R&D센터","202410","706","754"
"노원구","4027. 한내 행복발전소 옆","202410","3868","4031"
"노원구","4036. 하계역 6번출구","202410","2450","2556"
"성북구","4408. 돌곶이역 앞","202410","3103","3415"
"양천구","4530. 방아다리어린이공원","202410","1177","1018"
"중랑구","4815. 중랑데시앙플렉스 앞","202410","565","543"
"송파구","4864. 송파사거리","202410","4021","4041"
"송파구","4865. 한성백제역 1번출구 뒤","202410","4109","4118"
"송파구","4867. 가락대림아파트 앞","202410","1179","1158"
"도봉구","4077. 도봉제1교","202410","2404","2535"
"마포구","126. 서강대 후문 옆","202410","1125","1131"
"영등포구","231. 남부고용노동지청 남측","202410","2840","2836"
"영등포구","4576.보라매sk뷰 108동 앞","202410","1257","1315"
"영등포구","4578.보라매sk뷰","202410","680","526"
"동작구","4175. 대방역2번출구","202410","1433","1417"
"노원구","4035. 휴플러스 수락한신아파트 101동 앞","202410","889","826"
"중구","4777. 약수동 주민센터","202410","155","157"
"영등포구","4552. 코레일유통본사","202410","1026","1023"
"영등포구","4553. 당산삼성2차아파트","202410","3724","3694"
"영등포구","4555. 대림우성2차아파트","202410","649","673"
"영등포구","4558. 대영중고 후문","202410","1515","1700"
"영등포구","232. 양평우림 이비즈센타 앞","202410","3875","3828"
"영등포구","4559. 신길역 2번출구","202410","2340","1924"
"영등포구","4560. 양평동성원아파트","202410","2305","2389"
"영등포구","4561. 양평역 1번출구","202410","5557","5592"
"영등포구","4563. 여의도 은하아파트","202410","956","930"
"영등포구","4564. 63스퀘어","202410","3127","3230"
"영등포구","4565. 영등포 신세계백화점","202410","7365","7336"
"영등포구","4566. 대림성원상떼빌아파트","202410","2496","3073"
"영등포구","4567. 한림대학교 강남성심병원 신관","202410","2215","2320"
"영등포구","4568. 영등포로터리","202410","491","464"
"영등포구","4569. 힐스테이트클래시안아파트","202410","1538","1485"
"영등포구","233. 양평1동 YP센터 앞","202410","1133","1175"
"영등포구","4571. 문래동롯데캐슬아파트","202410","5574","5779"
"영등포구","4573. 두산위브아파트","202410","955","846"
"영등포구","4574. 영등포시장역 포레나영등포","202410","6253","6238"
"영등포구","4575. 대림동 e편한세상영등포아델포레","202410","3233","3491"
"은평구","4676. 갈현1동 주민센터","202410","504","498"
"은평구","4677. 백련산 SK뷰 아이파크 해모로 아파트 앞","202410","1569","1625"
"동작구","4173. 중대후문 마을버스정류장","202410","770","684"
"구로구","3910. 목양전원교회 앞 로터리","202410","382","397"
"구로구","3911. 항동하버리안2단지아파트 후문","202410","263","318"
"광진구","3880. 홍련봉 공원","202410","1064","718"
"강서구","3762. 마곡9단지 907동앞","202410","1929","1877"
"강서구","3785. 마곡14단지 1408동앞","202410","2674","2507"
"송파구","4868. 석촌호수 서호 남단","202410","4052","4065"
"성동구","4370. 성동교 사거리","202410","826","792"
"노원구","4037. 물넘이교","202410","2967","2943"
"강남구","3636. 삼성중앙역·플래티넘아파트 정류소","202410","591","588"
"강남구","3637. 세곡데이케어센터","202410","364","335"
"강남구","3638. 신청담나들목","202410","671","711"
"영등포구","235. 신길동 우리은행 옆","202410","867","790"
"강동구","3688. 상일동산(동아아파트앞 교차로)","202410","400","410"
"관악구","3812. KT관악지점","202410","1184","1185"
"광진구","3879. 중랑천 뚝방길 산책로 입구","202410","1959","2117"
"양천구","4531. 목동아파트 613동 앞","202410","4946","4938"
"중구","4797. KG타워 앞","202410","1037","1030"
"중랑구","4819. 면목동 새싹어린이공원 앞","202410","1986","2028"
"강남구","3640. 일원1동주민센터앞 사거리","202410","1528","1639"
"도봉구","4078. 원당공원 앞","202410","1347","1364"
"영등포구","236. 문래동자이아파트 앞","202410","4808","4885"
"관악구","3811.신사로입구","202410","2164","2119"
"영등포구","4588.양남사거리2","202410","1354","1387"
"서초구","4322.서울추모공원 입구","202410","70","50"
"강동구","3684. 고덕자이(105동 앞)","202410","1587","1592"
"구로구","3912. 삼호아파트 앞","202410","858","848"
"성동구","4363. 신금호역 2번출구 앞","202410","89","74"
"강서구","3757. 신방화역 6번출구","202410","2932","2829"
"강서구","3758. 서울남부출입국관리소","202410","2804","2036"
"노원구","4039. 서울시 북부여성발전센터","202410","1396","1411"
"동작구","237. 보라매 두산위브 건너편","202410","2533","2656"
"중랑구","4820. 망우역 2번 출구","202410","2057","2024"
"노원구","4040. 공릉로 26길","202410","1138","1258"
"강동구","3686. 고덕 래미안 힐스테이트(101동)","202410","819","815"
"광진구","3881. 신자초교입구 교차로","202410","4643","4756"
"용산구","4603. 한강GS에클라트 건너편 교통섬","202410","1150","1146"
"강남구","3641. 대청역","202410","1166","1196"
"강남구","3643. 더시그넘하우스 앞","202410","931","1026"
"강남구","3644. 상록수아파트","202410","856","425"
"영등포구","238. 제2구민체육센타 앞","202410","3508","3508"
"강남구","4902. 구역삼세무서 교차로","202410","862","871"
"강서구","5052. 마곡역 7번출구","202410","7827","7976"
"관악구","3813. 낙성대역 5번출구","202410","460","459"
"관악구","3814. 난곡사거리 ","202410","1701","1697"
"마포구","4216. 망원정 앞","202410","1236","1275"
"서초구","4323. 내곡도서관","202410","315","310"
"송파구","4870. 몽촌토성역 3번 출구","202410","7295","7236"
"송파구","4871. 오금동 대림아파트 정문","202410","1003","918"
"송파구","4872. 개롱역 3번 출구 뒤","202410","1334","1338"
"양천구","4532. 목동현대아파트 후문 앞","202410","2192","2212"
"영등포구","239. 유스호스텔 앞","202410","2013","1896"
"용산구","4632. 용산 푸르지오 파크타운 1단지 앞","202410","485","213"
"강남구","3646. 선정릉역 4번 출구","202410","427","394"
"강서구","5053. 신마곡벽산블루밍메트로오피스텔앞","202410","2287","2588"
"강서구","5055. 마곡역5번출구앞","202410","2228","2236"
"강서구","5057. 마곡역4번출구","202410","2808","2769"
"강서구","5059. 화곡2동주민센터","202410","1575","1760"
"강서구","5061. 우장산동 가곡어린이공원앞","202410","3843","3917"
"영등포구","240. 문래역 4번출구 앞","202410","5122","4981"
"광진구","3882. 자양2동 주민센터","202410","2693","2713"
"구로구","3914. 신도림쌍용플래티넘노블아파트 앞","202410","3056","3001"
"금천구","3967. 혜명양로원 담장 옆(2)","202410","550","339"
"금천구","3968. 독산동 현대홈타운 금천과선교 앞","202410","796","753"
"금천구","3969. 독산역 롯데캐슬 104동 앞","202410","773","758"
"노원구","4041. 공릉역3번출구","202410","2708","3065"
"서대문구","4255. 래미안 루센티아 아파트 108동 앞","202410","1325","1161"
"성북구","4411. 동산어린이공원 앞","202410","1550","1556"
"영등포구","4589. KRX한국거래소(1)","202410","1804","1984"
"마포구","127. 현대벤처빌 앞","202410","249","234"
"영등포구","241. 신길우성1차아파트 앞 공원","202410","1305","1302"
"영등포구","4591. 신길자이아파트","202410","1237","270"
"영등포구","4592. 신길우성4차아파트","202410","2455","2755"
"중구","4798. 황학동롯데캐슬","202410","2721","2834"
"중랑구","4826. 홈플러스 면목점","202410","1131","1212"
"마포구","4217. 한강공원 망원나들목","202410","17430","18021"
"중랑구","4825. 신내동 벽산아파트 후문 앞","202410","1160","1108"
"강남구","3642. 강남자곡힐스테이트","202410","1412","399"
"강동구","3689. 강일역 3번출구","202410","982","908"
"강동구","3690. 강일역 4번출구","202410","475","404"
"영등포구","242. 신길선원가와인아파트 앞","202410","1561","921"
"금천구","3970. 시흥4동주민센터 앞","202410","408","416"
"금천구","3971. 순흥안씨묘 건너편","202410","85","72"
"금천구","3972. 산기슭공원 앞","202410","238","161"
"금천구","3973. 독산2동주민센터 앞","202410","444","234"
"노원구","4042. 상계문화정보도서관","202410","1330","1348"
"송파구","4873. 개롱역사거리 2번 출구","202410","1356","1354"
"송파구","4874. 탄천1교 하부보도","202410","884","987"
"송파구","4875. 위례포레샤인13단지","202410","601","591"
"영등포구","243. 이앤씨드림타워 앞","202410","4948","4978"
"영등포구","4594. 양평교 영등포대여소","202410","2842","3140"
"중랑구","4823. 방정환교육지원센터 옆","202410","1358","1333"
"중랑구","4824. 상봉신협 앞","202410","1853","1873"
"종로구","4715. 돈의문 박물관 마을","202410","592","577"
"용산구","4633. 센트럴파크타워 앞","202410","2306","2398"
"강남구","3647. 구룡역 1번 출구","202410","536","505"
"강남구","3648. 구룡역 4번 출구","202410","164","166"
"강남구","3649. 구룡역 5번 출구","202410","505","518"
"강동구","3692. 둔촌오륜역 1번 출구","202410","578","564"
"영등포구","244. 영등포삼환아파트 앞","202410","2829","2647"
"금천구","3974.  안천중학교","202410","467","483"
"금천구","3983. 금천구청역 1번 출구","202410","1661","2015"
"서초구","4324. 세화고등학교","202410","517","516"
"성북구","4414. 안암역 3번 출구","202410","948","946"
"송파구","4879. 마천청소년센터","202410","268","267"
"송파구","4881. 거여동사거리 송파둘레길 입구","202410","285","288"
"송파구","4882. 위례포레샤인18단지 1802동","202410","375","321"
"송파구","4883. 위례포레샤인18단지 1812동","202410","241","39"
"영등포구","245. 삼성생명 당산사옥 앞","202410","4413","4449"
"송파구","4888. 둔촌오륜역 2번출구","202410","535","466"
"송파구","4889. 마천역 1번 출구 인근②","202410","866","846"
"중랑구","4827. 신내SK V1센터 앞","202410","342","271"
"강서구","5064. 양천향교역8번출구","202410","3596","3675"
"강서구","5065. 허준박물관삼거리","202410","2342","2325"
"강서구","5066. 아망떼마곡전시장","202410","3601","3896"
"강서구","5067. 주원 리젠트 앞","202410","1025","1031"
"강서구","5072. 김포공항입구 교통섬","202410","642","594"
"관악구","3815. 광일빌딩","202410","1159","1195"
"구로구","3915. 동선아파트 앞","202410","316","281"
"영등포구","247. 당산역 10번출구 앞","202410","7100","7100"
"중랑구","4828. 신내동 한살림 중랑지구 앞","202410","1371","1406"
"중랑구","4829. 신내동 한살림 중랑지구 건너편","202410","481","390"
"노원구","4043. 상계주공13단지 1301동","202410","414","301"
"노원구","4044. 공릉산 백세문 입구","202410","191","161"
"은평구","4678. 백련산로 녹번센트레빌 ","202410","792","593"
"송파구","4880. 송파청소년센터","202410","1297","1265"
"영등포구","4598. 오목교 동측 지하보도","202410","2379","2389"
"영등포구","4599. 대림우성아파트 사거리","202410","546","561"
"영등포구","248. 초원아파트 앞","202410","1829","1828"
"양천구","4535. 목동12단지 아파트","202410","3929","3864"
"양천구","4536. 양천해누리체육공원","202410","1779","2124"
"서초구","4329. SC제일은행 양재동지점 앞","202410","769","567"
"금천구","3985. 디폴리스 지식산업센터","202410","1156","1154"
"강서구","5070. 마곡13단지힐스테이트마스터 후문(1320동 앞)","202410","4304","4222"
"강동구","3694. 강동리엔파크 13단지(1303동 앞)","202410","1053","981"
"도봉구","4080. 창동주공19단지앞 ","202410","1746","1745"
"중랑구","4834. 용마복지센터 앞","202410","538","376"
"영등포구","249. 여의도중학교 옆","202410","2358","2419"
"성북구","4415. 미아초교버스승강장","202410","58","59"
"노원구","4045. 은하수 공원","202410","874","1001"
"송파구","4893. 문정법조단지12","202410","2812","3432"
"마포구","4218. 디지털매직스페이스","202410","2918","2928"
"마포구","4220. 신촌 청년주택","202410","2191","2193"
"마포구","4221. 솔리스타오피스텔(공덕동주민센터)","202410","472","170"
"마포구","4224. 서부운전면허시험장","202410","1588","1596"
"마포구","4226. 마포프레스티지자이 1","202410","1069","1060"
"마포구","4233. 코오롱아파트사거리","202410","4818","4861"
"영등포구","250. 대림아파트 사거리","202410","881","821"
"마포구","4234. 에스테반","202410","402","274"
"마포구","4238. 상암한샘빌딩앞","202410","1700","1687"
"마포구","4240. 아현문화건강센터","202410","35","24"
"송파구","4884. H비즈니스파크","202410","2059","2364"
"송파구","4885. 가든파이브 리빙관","202410","518","542"
"송파구","4886. 배명고등학교 건너편","202410","1344","1372"
"송파구","4887. 호돌이상가","202410","946","945"
"송파구","4895. 송파레이크힐 상가","202410","1438","1437"
"송파구","4896. 송파레이크힐","202410","190","162"
"영등포구","251. 서울지방병무청 버스정류장","202410","1231","1070"
"서대문구","4262. 서대문자연사박물관 입구","202410","173","172"
"송파구","4897. 잠실주공5단지1","202410","3712","3850"
"강서구","5073. 우장산역 헤링턴타워 앞","202410","2250","1863"
"강서구","5074. 마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)","202410","4356","4356"
"강서구","5075. 등촌역 1번출구","202410","1572","1556"
"관악구","3816. 관악 GSfresh","202410","888","864"
"관악구","3818. 은천교회 앞","202410","1708","1671"
"구로구","3918. 이좋은집오피스텔 앞","202410","913","1198"
"금천구","3984. 가산롯데아이티캐슬","202410","1535","1538"
"서대문구","128. 신촌역(2호선) 1번출구 옆","202410","1176","1176"
"영등포구","252. 보라매역4번출구","202410","2093","2391"
"성동구","4373. 서울숲 지식산업센터","202410","3182","3433"
"성동구","4377. 우영테크노센터 앞","202410","3023","3210"
"송파구","4891. 위례포레나송파","202410","1005","961"
"송파구","4892. 성내유수지 체육공원","202410","335","295"
"중랑구","4835. 망우동 본죽 앞","202410","1052","1058"
"마포구","4222. 서울디자인고등학교 앞","202410","1921","2135"
"서초구","4327. 몽마르뜨공원입구","202410","331","71"
"영등포구","4600. 서울 영등포구 우체국","202410","2576","2626"
"광진구","3886.광진구 민방위교육센터","202410","2167","2182"
"구로구","3919. 구로역·NC신구로점 버스정류장(구로역 방면)","202410","2233","2159"
"노원구","5301. 상계주공1단지 버스정류장 옆(대원빌딩 앞)","202410","3248","3229"
"마포구","4244. 당인리발전소 공원 앞","202410","2554","2601"
"마포구","4246. 상수역새마을금고","202410","1224","1221"
"영등포구","254. 도림신협 앞","202410","2060","2165"
"마포구","4247. 서울서부지방법원등기국앞","202410","613","615"
"마포구","4248. 신촌 교보빌딩","202410","413","411"
"중랑구","4836. 양원역 1번 출구","202410","735","730"
"중랑구","4837. 양원지구 힐데스하임 앞","202410","588","492"
"중랑구","4838.동원사거리 행복오피스텔 앞","202410","924","656"
"도봉구","4083.도봉아이나라도서관 앞","202410","1494","1487"
"서대문구","4266.국민연금공단충정로사옥","202410","303","289"
"은평구","4681.박석고개(은평소방서) 앞","202410","191","188"
"금천구","3975.현대시티아울렛 가산","202410","2032","2035"
"영등포구","255. 도림사거리","202410","2214","2231"
"영등포구","4601.양평역2번출구 뒤","202410","1465","1419"
"강서구","5076. 메이필드호텔앞","202410","1352","1144"
"금천구","3980. 금천현대홈타운 후문 서부샛길","202410","1017","987"
"서대문구","4264. 홍남교 버스정류장","202410","787","792"
"중랑구","4840. 서울시 북부병원 앞","202410","612","618"
"중랑구","4830. 신내 우디안 111동 앞","202410","368","254"
"구로구","3917. 성공회대학교","202410","722","475"
"성북구","4419. 성북구 한예종 캠퍼스 본관","202410","614","503"
"성북구","4420. 성북구 한예종 캠퍼스 별관","202410","575","765"
"영등포구","256. 동아에코빌입구","202410","825","853"
"영등포구","5851. 도림천 건널목 위","202410","2218","2114"
"영등포구","5852. 대림동현대2차 201동 앞","202410","488","377"
"성동구","4381. 더스페이스타워 앞","202410","1996","1995"
"성동구","4382. 페코텍글로벌허브빌딩 앞","202410","3704","3718"
"성동구","4383. 푸조비즈타워 앞","202410","2480","2738"
"성북구","4417. 성북청소년문화의집","202410","190","68"
"성북구","4418. 종암동 동덕여대 제2생활관 앞","202410","2305","2485"
"양천구","4537. 서울남부지방검찰청 후문 ","202410","2235","2032"
"양천구","4538. 양천공영차고지","202410","246","258"
"강남구","3651. 개포동역 4번출구","202410","1605","1652"
"도봉구","4084. 도봉동실내스포츠센터","202410","851","837"
"서대문구","4267. 서대문역 2번 출구","202410","1569","1574"
"중구","4800. 필동 삼거리","202410","960","956"
"중구","4801. 충정로역 2호선(엘리베이터 앞)","202410","669","178"
"용산구","4621. 남산도서관 앞","202410","561","160"
"구로구","3920. 개봉역2번출구 B","202410","528","522"
"용산구","4634. 이태원역 3번 출구","202410","620","504"
"은평구","4683. 은평 성모병원 사거리","202410","562","562"
"양천구","4539. 목동7단지아파트 A상가","202410","1191","1134"
"영등포구","258. 신길역3번출구","202410","2744","2728"
"노원구","5306. 동신아파트 후문 옆","202410","4689","4948"
"영등포구","5853. 여의도역2번출구 앞","202410","2991","2919"
"서대문구","4269. 연희IC 남측","202410","1197","1198"
"노원구","5305. 대륜E&S 서울지사 앞","202410","1000","1054"
"동작구","4177. 롯데캐슬 101동 앞","202410","329","208"
"동작구","4178. 이수성결교회 옆","202410","120","114"
"강남구","4903. 신사스퀘어","202410","480","475"
"구로구","3922. 서울남부교정시설 앞","202410","534","537"
"강서구","5078. 왈도강서캠퍼스 앞","202410","2070","2081"
"송파구","5751. 송파여성축구장","202410","653","654"
"영등포구","259. 대방역6번출구","202410","4188","4367"
"송파구","5752. 풍납백제문화공원 옆 인근","202410","3561","3761"
"송파구","5753. 호반써밋","202410","753","704"
"종로구","4718. 광화문역 6번출구 옆 A","202410","1284","1250"
"은평구","4684. 응암2동주민센터 버스정류장(영락중학교 방면)","202410","639","148"
"강남구","4906. 섬유센터 앞","202410","2158","2151"
"강남구","4907. 극동스포츠 앞","202410","796","633"
"강남구","4905. 강남경찰서","202410","1780","1848"
"양천구","700. KB국민은행 염창역 지점 앞","202410","1598","1486"
"용산구","4636. 용산구꿈나무종합타운 앞","202410","1029","1063"
"용산구","4637. 용산시티파크 101동 앞","202410","779","755"
"용산구","4638. 청파동삼거리 앞","202410","5","6"
"용산구","4639. 동빙고근린공원","202410","1151","1253"
"강서구","5080. 가양역 1번출구","202410","4476","4951"
"강동구","3698. 명일역 3번출구 옆","202410","1726","1728"
"서초구","4332. 이수교차로","202410","2999","3225"
"강동구","3699. 상일파출소 옆","202410","1760","1730"
"구로구","3923. 구로공구상가 앞","202410","376","351"
"양천구","4541. 갈산문화예술센터","202410","2787","2780"
"양천구","701. 목동사거리 부근","202410","2566","2535"
"종로구","4719. 종로문화원 건너편","202410","1500","1483"
"도봉구","4086. 도봉로 534","202410","476","393"
"도봉구","4087. 우이교 교차로","202410","2644","2750"
"도봉구","4088. 김근태도서관","202410","379","260"
"강서구","5082. 가양역 7번출구","202410","7358","7995"
"은평구","4685. DMC역 5번 출구(수색역 방향)","202410","2692","2704"
"강남구","4908. SB타워 앞","202410","440","448"
"노원구","5308. 상계신동아아파트","202410","199","112"
"강동구","3700. 강변그대가리버뷰 입구 맞은편","202410","2385","2622"
"성동구","4385. 용답동 우체국 주변","202410","2527","2506"
"마포구","129. 신촌역(2호선) 6번출구 옆","202410","813","818"
"양천구","702. 목4동주민센터 옆","202410","3178","3132"
"강서구","5084. 강서우체국","202410","1969","1642"
"노원구","5309. 월계 롯데캐슬아파트 뒤","202410","1461","1514"
"영등포구","5857. U레지던스 앞","202410","1325","1422"
"구로구","3924. 오류동 계림웨스트밸리 앞","202410","245","202"
"양천구","4540. 목동역 3번 출구","202410","4956","5455"
"동작구","4179. 보라매병원역 1번출구","202410","6692","6687"
"동작구","4180. 흑석동주민센터 입구","202410","361","366"
"서대문구","4271. 충정로역 1번 출구","202410","236","217"
"강남구","4909. 노보텔 앰배서더 앞","202410","471","240"
"강남구","4911. 도곡동 골프 로데오거리","202410","559","556"
"양천구","703. 오목교역 7번출구 앞","202410","5073","5331"
"노원구","5310. 목련아파트","202410","1165","1147"
"강남구","4913. 레베쌍트 빌딩 앞","202410","373","369"
"강남구","4914. 도심공항타워 앞","202410","1355","1404"
"서대문구","4272. 홍남교 사거리","202410","1847","1871"
"서대문구","4273. 홍연2교 사거리","202410","924","918"
"강남구","4915. 영동중앙교회 버스정류장","202410","256","256"
"노원구","5311. 주공601동 상가 노원지하보도 앞","202410","3061","3158"
"동작구","4181. 보라매공원역 2번출구","202410","1917","1893"
"강서구","5086. 가양테크노타운","202410","1083","1151"
"도봉구","4089. 동부센트레빌 앞","202410","1750","1958"
"양천구","704. 남부법원검찰청 교차로","202410","3853","3841"
"성동구","4386. 현대자동차 동부서비스센터 주변","202410","1744","1738"
"성동구","4387. 성수역 1번출구 주변","202410","2120","2120"
"노원구","5314. 월계1동주민센터 앞","202410","1226","1233"
"노원구","5313. 중계주공2단지 앞","202410","890","892"
"구로구","3925. 중앙유통단지 앞 B","202410","1467","1515"
"강서구","5088. 등촌역 센터스퀘어","202410","1940","1907"
"은평구","4686. 우물골 근린공원","202410","477","485"
"은평구","4687. 역촌센트레빌아파트 101동 앞","202410","23","5"
"강서구","5089. LG사이언스파크 E10동","202410","2853","2737"
"강서구","5087. 연세강서빌딩","202410","3245","3256"
"양천구","706. 신정네거리역","202410","1372","1302"
"마포구","5503. 마포아트센터 앞","202410","1825","1812"
"송파구","5756. 극동아파트","202410","1377","1374"
"송파구","5758. 올림픽선수기자촌아파트 123동 근처","202410","804","554"
"노원구","5315. 당고개역 앞","202410","376","347"
"용산구","4640. 원효로2가 교차로","202410","1156","1495"
"강서구","5090. 대상연구소","202410","1104","1221"
"용산구","4641. 아메리칸센터","202410","917","928"
"서대문구","4270. 우국한마음 아파트 맞은편","202410","1675","1681"
